"Wenger Potomac 17"", 2-piece, Negru",557.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/wenger/250537-potomac-17-2-piece-negru/,600661,vexio,Laptop & Accesorii
Docking Station Asus USB 3.0 HZ-3B Dual-Display 65W Black,762.99,-1,1,https://www.vexio.ro/statii-andocare/asus/252151-usb-3-0-hz-3b-dual-display-65w-black/,90XB04AN-BDS000,vexio,Laptop & Accesorii
"Dicota Sleeve SMART 10-11.6""",100.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/dicota/260877-sleeve-smart-10-11-6/,D31178,vexio,Laptop & Accesorii
Acumulator Green Cell A1321 pentru Apple MacBook Pro 15 A1286 (Mid...,185.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/262569-acumulator-green-cell-a1321-pentru-apple-macbook-pro-15-a1286-mid-2009-mid-2010/,AP10,vexio,Laptop & Accesorii
Akyga notebook power adapter AK-ND-06 19V/3.42A 65W 5.5x1.7 mm ACER,60.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/akyga/279233-akyga-notebook-power-adapter-ak-nd-06-19v-3-42a-65w-5-5x1-7-mm-acer/,AK-ND-06,vexio,Laptop & Accesorii
Akyga notebook power adapter AK-ND-21 19V/1.58A 30W 5.5x1.7 mm ACER,57.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/akyga/279245-akyga-notebook-power-adapter-ak-nd-21-19v-1-58a-30w-5-5x1-7-mm-acer/,AK-ND-21,vexio,Laptop & Accesorii
Akyga notebook power adapter AK-ND-13 19V/3.16A 60W 5.5x3.0 mm +...,60.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/akyga/279277-akyga-notebook-power-adapter-ak-nd-13-19v-3-16a-60w-5-5x3-0-mm-plus-pin-samsung/,AK-ND-13,vexio,Laptop & Accesorii
Akyga Alimentare electrică AK-ND-60 45W USB type-C USB-C,71.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/akyga/279307-akyga-alimentare-electrica-ak-nd-60-45w-usb-type-c-usb-c/,AK-ND-60,vexio,Laptop & Accesorii
"Akyga Notebook Power Cord AK-RD-01A IEC C7 2pin 1,5m EU plug",12.99,-1,1,https://www.vexio.ro/accesorii-laptop/akyga/279351-akyga-notebook-power-cord-ak-rd-01a-iec-c7-2pin-1-5m-eu-plug/,AK-RD-01A,vexio,Laptop & Accesorii
Gembird AC mains 90W universal notebook power adaptor,86.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/gembird/287699-gembird-ac-mains-90w-universal-notebook-power-adaptor/,NPA-AC1-GS,vexio,Laptop & Accesorii
Memorie laptop GOODRAM DDR3 4GB 1333MHz CL9 SODIMM 1.5V (512x8),59.99,-1,1,https://www.vexio.ro/memorii-laptop/goodram/289067-ddr3-4gb-1333mhz-cl9-sodimm-1-5v-512x8/,GR1333S364L9S/4G,vexio,Laptop & Accesorii
Memorie laptop GOODRAM DDR3 8GB 1600MHz CL11 SODIMM 1.5V,105.99,-1,1,https://www.vexio.ro/memorii-laptop/goodram/289073-ddr3-8gb-1600mhz-cl11-sodimm-1-5v/,GR1600S364L11/8G,vexio,Laptop & Accesorii
"Memorie laptop Patriot Signature Line 4GB, DDR3-1333MHz, CL9",67.99,-1,1,https://www.vexio.ro/memorii-laptop/patriot/300823-signature-line-4gb-ddr3-1333mhz-cl9/,PSD34G13332S,vexio,Laptop & Accesorii
Qoltec Alimentator pentru notebook Lenovo 65W | 20V | 3.25A | Slim tip,62.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/qoltec/301193-qoltec-alimentator-pentru-notebook-lenovo-65w-20v-3-25a-slim-tip/,50053,vexio,Laptop & Accesorii
Qoltec Alimentator pentru notebook Acer 90W | 4.74 A | 19V | 5.5x1.7,71.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/qoltec/301229-qoltec-alimentator-pentru-notebook-acer-90w-4-74-a-19v-5-5x1-7/,50087,vexio,Laptop & Accesorii
"Asus AS RUCSAC BP1500G ROG 15.6"" BK",145.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/asus/312037-as-rucsac-bp1500g-rog-15-6-bk/,90XB0510-BBP000,vexio,Laptop & Accesorii
Memorie laptop G.Skill F4-2133C15D-8GRS Ripjaws 8GB DDR4 2133MHz CL15,110.99,-1,1,https://www.vexio.ro/memorii-laptop/g-skill/320139-f4-2133c15d-8grs-ripjaws-8gb-ddr4-2133mhz-cl15/,F4-2133C15D-8GRS,vexio,Laptop & Accesorii
Memorie laptop G.Skill F4-2666C19S-16GRSSO 16GB DDR4 2666MHz CL19...,156.99,-1,1,https://www.vexio.ro/memorii-laptop/g-skill/320147-f4-2666c19s-16grsso-16gb-ddr4-2666mhz-cl19-gskill-ripjaws/,F4-2666C19S-16GRS,vexio,Laptop & Accesorii
Kensington Geanta laptop 12 inch Classic Case,134.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/kensington/366079-geanta-laptop-12-inch-classic-case/,K62569US,vexio,Laptop & Accesorii
"Lenovo B210 15.6 inch, Black",63.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/lenovo/389323-b210-15-6-inch-black/,4X40T84059,vexio,Laptop & Accesorii
"Rucsac Asus Nereus 16"" Negru",83.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/asus/389326-nereus-16-negru/,90-XB4000BA00060-,vexio,Laptop & Accesorii
ALIMENTATOR UNIVERSAL LAPTOP 120W USB,183.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/generic/394582-alimentator-universal-laptop-120w-usb/,UNI120USB,vexio,Laptop & Accesorii
"Memorie laptop Silicon Power 8GB, DDR3L-1600MHz, CL11",57.99,-1,1,https://www.vexio.ro/memorii-laptop/silicon-power/403345-8gb-ddr3l-1600mhz-cl11/,SP008GLSTU160N02,vexio,Laptop & Accesorii
Cheie bloccare diverse combinatii Kensington ClickSafe,297.99,-1,1,https://www.vexio.ro/accesorii-laptop/kensington/429877-cheie-bloccare-diverse-combinatii-kensington-clicksafe/,K64697EU,vexio,Laptop & Accesorii
Protecție Kensington MicroSaver 2.0 Keyed Lock,136.99,-1,1,https://www.vexio.ro/accesorii-laptop/kensington/429901-protectie-kensington-microsaver-2-0-keyed-lock/,K65020EU,vexio,Laptop & Accesorii
Memorie laptop G.Skill DDR3 SO-DIMM 8GB 1866-11 RSL,79.99,-1,1,https://www.vexio.ro/memorii-laptop/g-skill/485827-g-skill-ddr3-so-dimm-8gb-1866-11-rsl/,F3-1866C11S-8GRSL,vexio,Laptop & Accesorii
Memorie laptop Mushkin DDR3 SO-DIMM 8GB 1333-9 Essent Dual,91.99,-1,1,https://www.vexio.ro/memorii-laptop/mushkin/485848-mushkin-ddr3-so-dimm-8gb-1333-9-essent-dual/,996647,vexio,Laptop & Accesorii
Accesoriu montare docking station Dell Mounting Kit,174.99,-1,1,https://www.vexio.ro/statii-andocare/dell/510775-mounting-kit/,MK15,vexio,Laptop & Accesorii
"Case Logic Husa Deco 14"" Negru",92.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/case-logic/529147-husa-deco-14-negru/,DECOS-114 BLACK,vexio,Laptop & Accesorii
"Spacer Geanta KOOL pentru Laptop de 15.6"" Negru",36.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/spacer/529315-geanta-kool-pentru-laptop-de-15-6-negru/,SPM0314,vexio,Laptop & Accesorii
Memorie laptop GOODRAM 8GB DDR3 SO-DIMM memory module 1333 MHz,76.99,-1,1,https://www.vexio.ro/memorii-laptop/goodram/530557-8gb-ddr3-so-dimm-memory-module-1333-mhz/,GR1333S364L9/8G,vexio,Laptop & Accesorii
Memorie laptop Kingston 8GB DDR4 3200MHz Single Rank SODIMM,91.99,-1,1,https://www.vexio.ro/memorii-laptop/kingston/541546-8gb-ddr4-3200mhz-single-rank-sodimm/,KCP432SS6/8,vexio,Laptop & Accesorii
Asus AS GEANTA EOS 2 15” GRAY,117.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/asus/549907-as-geanta-eos-2-15-gray/,90XB01DN-BBA010,vexio,Laptop & Accesorii
Dell DA310 USB-C Mobile Adapter,398.99,-1,1,https://www.vexio.ro/statii-andocare/dell/592822-da310-usb-c-mobile-adapter/,470-AEUP,vexio,Laptop & Accesorii
"Dell Husa laptop Essential Sleeve 15"" Negru",94.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/dell/598537-husa-laptop-essential-sleeve-15-negru/,460-BCQO,vexio,Laptop & Accesorii
"Case Logic Advantage Attaché pentru Laptop de 15.6inch, Dark Blue",115.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/case-logic/613747-advantage-attach-pentru-laptop-de-15-6inch-dark-blue/,ADVA116 DARK BLUE,vexio,Laptop & Accesorii
"Tucano Geanta Slim Laptop 13.3"" si 14"" Black",228.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/tucano/618238-geanta-slim-laptop-13-3-si-14-black/,BDA1314-BK,vexio,Laptop & Accesorii
Memorie laptop Mushkin DDR3 SO-DIMM 8GB 1333-9 Essent,59.99,-1,1,https://www.vexio.ro/memorii-laptop/mushkin/640459-ddr3-so-dimm-8gb-1333-9-essent/,992020,vexio,Laptop & Accesorii
Memorie laptop G.Skill DDR3 SO-DIMM 8GB 1333-999 SA,80.99,-1,1,https://www.vexio.ro/memorii-laptop/g-skill/640549-ddr3-so-dimm-8gb-1333-999-sa/,F3-1333C9S-8GSA,vexio,Laptop & Accesorii
"Dicota Case Slim Eco BASE 13-14.1"" Red",98.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/dicota/651687-case-slim-eco-base-13-14-1-red/,D31306-RPET,vexio,Laptop & Accesorii
"HP Prelude Pro 15.6inch, Slate Grey",143.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/hp/653163-prelude-pro-15-6inch-slate-grey/,1X645AA,vexio,Laptop & Accesorii
Memorie laptop Kingston DDR4 8GB 2666 KF426S15IB/8,89.99,-1,1,https://www.vexio.ro/memorii-laptop/kingston/671277-ddr4-8gb-2666-kf426s15ib-8/,KF426S15IB/8,vexio,Laptop & Accesorii
Memorie laptop Kingston DDR4 - 64GB - 2666 - CL - 16 Impact Dual Kit,626.99,-1,1,https://www.vexio.ro/memorii-laptop/kingston/749043-kingston-ddr4-64gb-2666-cl-16-impact-dual-kit/,KF426S16IBK2/64,vexio,Laptop & Accesorii
Dicota BASE XX Sleeve black 10-11.6 - D31782,60.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/dicota/764787-base-xx-sleeve-black-10-11-6-d31782/,D31782,vexio,Laptop & Accesorii
Dicota Eco Multi BASE black 14-15.6 - D30446-RPET,97.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/dicota/764811-eco-multi-base-black-14-15-6-d30446-rpet/,D30446-RPET,vexio,Laptop & Accesorii
"Lenovo Thinkpad Top Loader 15.6"" Black",89.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/lenovo/847680-thinkpad-top-loader-15-6-black/,4X40Y95214,vexio,Laptop & Accesorii
"Lenovo ThinkPad Essential, 65W",208.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/lenovo/847685-thinkpad-essential-65w/,40AK0065WW,vexio,Laptop & Accesorii
"Lenovo ThinkPad Essential Eco 16"" Black",168.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/lenovo/847695-thinkpad-essential-eco-16-black/,4X41C12468,vexio,Laptop & Accesorii
PORT Designs Yosemite Eco 15.6 Inch Grey,173.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/port-designs/855825-yosemite-eco-15-6-inch-grey/,400701,vexio,Laptop & Accesorii
"Verbatim SureFire Bora, 17"" GREEN",136.99,-1,1,https://www.vexio.ro/standuri-de-racire/verbatim/881550-surefire-bora-17-green/,48818,vexio,Laptop & Accesorii
"Memorie laptop Silicon Power SP016GBSFU320X02, 16GB, DDR4-3200MHz,...",151.99,-1,1,https://www.vexio.ro/memorii-laptop/silicon-power/882865-sp016gbsfu320x02-16gb-ddr4-3200mhz-cl22/,SP016GBSFU320X02,vexio,Laptop & Accesorii
Green Cell AD57AP power adapter/inverter Indoor 45 W Black,65.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/green-cell/906150-green-cell-ad57ap-power-adapter-inverter-indoor-45-w-black/,AD57AP,vexio,Laptop & Accesorii
Green Cell AD64P power adapter/inverter Indoor 45 W Black,59.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/green-cell/906160-green-cell-ad64p-power-adapter-inverter-indoor-45-w-black/,AD64P,vexio,Laptop & Accesorii
Green Cell AD106P power adapter/inverter Indoor 240 W Black,178.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/green-cell/906255-green-cell-ad106p-power-adapter-inverter-indoor-240-w-black/,AD106P,vexio,Laptop & Accesorii
Green Cell AD38AP power adapter/inverter Indoor 65 W Black,65.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/green-cell/906320-green-cell-ad38ap-power-adapter-inverter-indoor-65-w-black/,AD38AP,vexio,Laptop & Accesorii
Green Cell AD68P power adapter/inverter Indoor 135 W Black,137.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/green-cell/906380-green-cell-ad68p-power-adapter-inverter-indoor-135-w-black/,AD68P,vexio,Laptop & Accesorii
Green Cell AD16AP power adapter/inverter Indoor 65 W Black,80.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/green-cell/906410-green-cell-ad16ap-power-adapter-inverter-indoor-65-w-black/,AD16AP,vexio,Laptop & Accesorii
Green Cell AD61P power adapter/inverter Indoor 45 W Black,55.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/green-cell/906505-green-cell-ad61p-power-adapter-inverter-indoor-45-w-black/,AD61P,vexio,Laptop & Accesorii
Green Cell AD63P power adapter/inverter Indoor 36 W Black,86.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/green-cell/906520-green-cell-ad63p-power-adapter-inverter-indoor-36-w-black/,AD63P,vexio,Laptop & Accesorii
Green Cell AD06P power adapter/inverter,49.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/green-cell/906560-green-cell-ad06p-power-adapter-inverter/,AD06P,vexio,Laptop & Accesorii
XD DESIGN ANTI-THEFT BACKPACK BOBBY HERO XL NAVY P/N: P705.715,594.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/xd-design/907895-xd-design-anti-theft-backpack-bobby-hero-xl-navy-p-n-p705-715/,P705.715,vexio,Laptop & Accesorii
Green Cell TS03 notebook spare part Battery,115.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/911870-green-cell-ts03-notebook-spare-part-battery/,TS03,vexio,Laptop & Accesorii
Green Cell Lenovo LE07,115.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/912010-lenovo-le07/,LE07,vexio,Laptop & Accesorii
Green Cell Baterie laptop A31-K53 A32-K53 A41-K53 A42-K53 pentru Asus,115.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/912085-baterie-laptop-a31-k53-a32-k53-a41-k53-a42-k53-pentru-asus/,AS04,vexio,Laptop & Accesorii
Green Cell AS62 notebook spare part Battery,160.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/912105-green-cell-as62-notebook-spare-part-battery/,AS62,vexio,Laptop & Accesorii
Green Cell AS77 notebook spare part Battery,102.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/912120-green-cell-as77-notebook-spare-part-battery/,AS77,vexio,Laptop & Accesorii
Green Cell HP01,124.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/912175-hp01/,HP01,vexio,Laptop & Accesorii
Green Cell HP03,115.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/912180-hp03/,HP03,vexio,Laptop & Accesorii
Green Cell AC03 notebook spare part Battery,139.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/912315-green-cell-ac03-notebook-spare-part-battery/,AC03,vexio,Laptop & Accesorii
Green Cell Dell DE127,328.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/912490-dell-de127/,DE127,vexio,Laptop & Accesorii
"Titanum TA102 notebook cooling pad 39.6 cm (15.6"") Black",26.99,-1,1,https://www.vexio.ro/standuri-de-racire/titanum/918835-titanum-ta102-notebook-cooling-pad-39-6-cm-15-6-black/,TA102,vexio,Laptop & Accesorii
"Tracer Cooler pentru laptop de 40 cm (17,3"") 800RPM, Negru",133.99,-1,1,https://www.vexio.ro/standuri-de-racire/tracer/918845-cooler-pentru-laptop-de-40-cm-17-3-800rpm-negru/,TRASTA46405,vexio,Laptop & Accesorii
"ESPERANZA Ventilator pentru laptop de 17"" Negru/Rosu",64.99,-1,1,https://www.vexio.ro/standuri-de-racire/esperanza/918910-ventilator-pentru-laptop-de-17-negru-rosu/,EGC102,vexio,Laptop & Accesorii
Esperanza EGC101 Notebook cooling pad LED RGB,94.99,-1,1,https://www.vexio.ro/standuri-de-racire/esperanza/918915-esperanza-egc101-notebook-cooling-pad-led-rgb/,EGC101,vexio,Laptop & Accesorii
"BestLife Cplus Black - laptop 16 inch, charge pentru USB si TypeC...",191.51,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/bestlife/927520-cplus-black-laptop-16-inch-charge-pentru-usb-si-typec-conectori/,BL-BBC-3335BK,vexio,Laptop & Accesorii
Green Cell AD74P power adapter/inverter Indoor 45 W Black,57.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/green-cell/962050-green-cell-ad74p-power-adapter-inverter-indoor-45-w-black/,AD74P,vexio,Laptop & Accesorii
Green Cell AD117P power adapter/inverter Indoor 170 W Black,193.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/green-cell/962055-green-cell-ad117p-power-adapter-inverter-indoor-170-w-black/,AD117P,vexio,Laptop & Accesorii
MITSU Asus BC/AS-X550H,145.99,-1,1,https://www.vexio.ro/baterii-laptop/mitsu/970895-asus-bc-as-x550h/,BC/AS-X550H,vexio,Laptop & Accesorii
Green Cell LE46 notebook spare part Battery,115.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/970900-green-cell-le46-notebook-spare-part-battery/,LE46,vexio,Laptop & Accesorii
"Inspiron 13R/14R/15R/17R/Q15R/N4010/N5010/N5030/N5040/N5110/T510,...",114.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/970915-inspiron-13r-14r-15r-17r-q15r-n4010-n5010-n5030-n5040-n5110-t510-green-cell-negru/,DE01,vexio,Laptop & Accesorii
Canyon DS-5 7-in-1 Hub for a MacBook Grey,138.99,-1,1,https://www.vexio.ro/statii-andocare/canyon/973460-ds-5-7-in-1-hub-for-a-macbook-grey/,CNS-TDS05B,vexio,Laptop & Accesorii
"Baseus Magic Multifunctional CAHUB-DA0G, Grey",214.99,-1,1,https://www.vexio.ro/statii-andocare/baseus/990955-magic-multifunctional-cahub-da0g-grey/,CAHUB-DA0G,vexio,Laptop & Accesorii
"Baseus Metal Gleam CAHUB-CX0G, Grey",130.99,-1,1,https://www.vexio.ro/statii-andocare/baseus/990965-metal-gleam-cahub-cx0g-grey/,CAHUB-CX0G,vexio,Laptop & Accesorii
"Baseus Metal Gleam, conectare PC USB Type-C, USB 3.0 x 3, USB Type...",169.99,-1,1,https://www.vexio.ro/statii-andocare/baseus/990995-metal-gleam-conectare-pc-usb-type-c-usb-3-0-x-3-usb-type-c-x-1-pd-100w-5v-9v-14-5v-20v-5a-max-gigabit-rj-45-x-1-hdmi-x-1-4k-30hz-albastru/,WKWG000003,vexio,Laptop & Accesorii
"HP Renew Business 17.3inch, Black",160.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/hp/999030-renew-business-17-3inch-black/,3E2U6AA,vexio,Laptop & Accesorii
"HP Geanta Prelude Topload pentru laptop de 17.3"" Gri",99.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/hp/1021760-geanta-prelude-topload-pentru-laptop-de-17-3-gri/,34Y64AA,vexio,Laptop & Accesorii
"Green Cell Battery for Lenovo P500 14,4V 2200mAh",120.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/1671899-battery-for-lenovo-p500-14-4v-2200mah/,LE54,vexio,Laptop & Accesorii
"Green Cell Baterie laptop Acer Aspire V5-171 11,1V 4,4Ah",127.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/1672031-baterie-laptop-acer-aspire-v5-171-11-1v-4-4ah/,AC32,vexio,Laptop & Accesorii
