"Memorie laptop SODIMM ZEPPELIN DDR3/1600 2048M (life time, dual...",18.99,-1,1,https://www.vexio.ro/memorii-laptop/zeppelin/75241-sodimm-zeppelin-ddr3-1600-2048m-life-time-dual-channel-ze-sd3-2g1600/,ZE-SD3-2G1600
"ESPERANZA Cooling pad Tivano EA144, 2 ventilatoare",36.99,-1,1,https://www.vexio.ro/standuri-de-racire/esperanza/76127-cooling-pad-tivano-ea144-2-ventilatoare/,EA144 - 5901299904237
"Targus Rucsac notebook TCG655EU, 14"", Negru/Gri",370.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/targus/83313-rucsac-notebook-tcg655eu-14-negru-gri/,TCG655EU
"Memorie laptop G.Skill Ripjaws, DDR4, 16GB, 2400 GHz, CL16, 1.2V",147.99,-1,1,https://www.vexio.ro/memorii-laptop/g-skill/95533-ripjaws-ddr4-16gb-2400-ghz-cl16-1-2v/,F4-2400C16S-16GRS
"Memorie laptop Kingston Value Ram, DDR3, 8 GB, 1600 GHz, CL11,...",223.99,-1,1,https://www.vexio.ro/memorii-laptop/kingston/154706-value-ram-ddr3-8-gb-1600-ghz-cl11-1-35v-unbuffered-non-ecc-kit/,KVR16LS11K2/8
Trust GXT 278 NOTEBOOK COOLING STAND up to 17.3,129.99,-1,1,https://www.vexio.ro/standuri-de-racire/trust/161676-gxt-278-notebook-cooling-stand-up-to-17-3/,20817
"ESPERANZA Stand notebook de racire 15,6""-17"" SAMUM EA141, Iluminate...",41.99,-1,1,https://www.vexio.ro/standuri-de-racire/esperanza/182239-stand-notebook-de-racire-15-6-17-samum-ea141-iluminate-fan/,EA141 - 5901299904206
ESPERANZA Geanta pentru Laptop 17'' ET103 Classic +,35.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/esperanza/182611-geanta-pentru-laptop-17-et103-classic-plus/,ET103 - 5905784767444
SATECHI Aluminum Pro Hub Type-C 4K Space Grey,338.99,-1,1,https://www.vexio.ro/accesorii-laptop/satechi/212829-aluminum-pro-hub-type-c-4k-space-grey/,ST-CMBPM
Targus Pulse 11.6-13.3'' Laptop Sleeve Black and Ebony,78.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/targus/213207-pulse-11-6-13-3-laptop-sleeve-black-and-ebony/,TSS94604EU
Tracer Geanta notebook Balance 17 inch Black,76.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/tracer/213281-geanta-notebook-balance-17-inch-black/,TRATOR43467
Inter-Tech 120W external PSU for ITX series Q/E/SY/ITX,117.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/inter-tech/234561-120w-external-psu-for-itx-series-q-e-sy-itx/,88882103
"Wenger Potomac 17"", 2-piece, Negru",558.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/wenger/250537-potomac-17-2-piece-negru/,600661
Docking Station Asus USB 3.0 HZ-3B Dual-Display 65W Black,762.99,-1,1,https://www.vexio.ro/statii-andocare/asus/252151-usb-3-0-hz-3b-dual-display-65w-black/,90XB04AN-BDS000
Memorie laptop GOODRAM DDR4 16GB 2400MHz CL17 SODIMM,181.99,-1,1,https://www.vexio.ro/memorii-laptop/goodram/261991-ddr4-16gb-2400mhz-cl17-sodimm/,GR2400S464L17/16G
Acumulator Green Cell A1321 pentru Apple MacBook Pro 15 A1286 (Mid...,183.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/262569-acumulator-green-cell-a1321-pentru-apple-macbook-pro-15-a1286-mid-2009-mid-2010/,AP10
"Wenger Mythos 15.6 inch Computer Backpack, Blue",296.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/wenger/272249-mythos-15-6-inch-computer-backpack-blue/,600632
Akyga notebook power adapter AK-ND-06 19V/3.42A 65W 5.5x1.7 mm ACER,60.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/akyga/279233-akyga-notebook-power-adapter-ak-nd-06-19v-3-42a-65w-5-5x1-7-mm-acer/,AK-ND-06
Akyga notebook power adapter AK-ND-21 19V/1.58A 30W 5.5x1.7 mm ACER,54.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/akyga/279245-akyga-notebook-power-adapter-ak-nd-21-19v-1-58a-30w-5-5x1-7-mm-acer/,AK-ND-21
Akyga notebook power adapter AK-ND-13 19V/3.16A 60W 5.5x3.0 mm +...,60.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/akyga/279277-akyga-notebook-power-adapter-ak-nd-13-19v-3-16a-60w-5-5x3-0-mm-plus-pin-samsung/,AK-ND-13
Akyga Alimentare electrică AK-ND-60 45W USB type-C USB-C,71.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/akyga/279307-akyga-alimentare-electrica-ak-nd-60-45w-usb-type-c-usb-c/,AK-ND-60
Akyga PC Cablu de alimentare AK-PC-05A IEC C13 CEE 7/7 230V/50Hz 5m,19.99,-1,1,https://www.vexio.ro/accesorii-laptop/akyga/279361-pc-cablu-de-alimentare-ak-pc-05a-iec-c13-cee-7-7-230v-50hz-5m/,AK-PC-05A
Akyga Cablu de alimentare AK-UP-02 IEC C19 / C14 250V/50Hz 1.8m,30.99,-1,1,https://www.vexio.ro/accesorii-laptop/akyga/279375-akyga-cablu-de-alimentare-ak-up-02-iec-c19-c14-250v-50hz-1-8m/,AK-UP-02
Gembird AC mains 90W universal notebook power adaptor,86.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/gembird/287699-gembird-ac-mains-90w-universal-notebook-power-adaptor/,NPA-AC1-GS
Memorie laptop GOODRAM DDR3 4GB 1333MHz CL9 SODIMM 1.5V (512x8),58.99,-1,1,https://www.vexio.ro/memorii-laptop/goodram/289067-ddr3-4gb-1333mhz-cl9-sodimm-1-5v-512x8/,GR1333S364L9S/4G
Memorie laptop GOODRAM DDR3 8GB 1600MHz CL11 SODIMM 1.5V,105.99,-1,1,https://www.vexio.ro/memorii-laptop/goodram/289073-ddr3-8gb-1600mhz-cl11-sodimm-1-5v/,GR1600S364L11/8G
"Memorie laptop Patriot Signature Line 4GB, DDR3-1333MHz, CL9",78.99,-1,1,https://www.vexio.ro/memorii-laptop/patriot/300823-signature-line-4gb-ddr3-1333mhz-cl9/,PSD34G13332S
Qoltec Alimentator pentru notebook Lenovo 65W | 20V | 3.25A | Slim tip,62.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/qoltec/301193-qoltec-alimentator-pentru-notebook-lenovo-65w-20v-3-25a-slim-tip/,50053
Qoltec Alimentator pentru notebook Acer 90W | 4.74 A | 19V | 5.5x1.7,70.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/qoltec/301229-qoltec-alimentator-pentru-notebook-acer-90w-4-74-a-19v-5-5x1-7/,50087
"Asus AS RUCSAC BP1500G ROG 15.6"" BK",145.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/asus/312037-as-rucsac-bp1500g-rog-15-6-bk/,90XB0510-BBP000
Memorie laptop G.Skill F4-2133C15D-8GRS Ripjaws 8GB DDR4 2133MHz CL15,122.99,-1,1,https://www.vexio.ro/memorii-laptop/g-skill/320139-f4-2133c15d-8grs-ripjaws-8gb-ddr4-2133mhz-cl15/,F4-2133C15D-8GRS
Memorie laptop G.Skill F4-2666C19S-16GRSSO 16GB DDR4 2666MHz CL19...,156.99,-1,1,https://www.vexio.ro/memorii-laptop/g-skill/320147-f4-2666c19s-16grsso-16gb-ddr4-2666mhz-cl19-gskill-ripjaws/,F4-2666C19S-16GRS
Kensington Geanta laptop 12 inch Classic Case,134.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/kensington/366079-geanta-laptop-12-inch-classic-case/,K62569US
ALIMENTATOR UNIVERSAL LAPTOP 120W USB,183.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/generic/394582-alimentator-universal-laptop-120w-usb/,UNI120USB
"Case Logic Rucsac pentru laptop 15.6"" Negru",186.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/case-logic/415237-rucsac-pentru-laptop-15-6-negru/,BPEB-115 BLACK
Cheie bloccare diverse combinatii Kensington ClickSafe,297.99,-1,1,https://www.vexio.ro/accesorii-laptop/kensington/429877-cheie-bloccare-diverse-combinatii-kensington-clicksafe/,K64697EU
Protecție Kensington MicroSaver 2.0 Keyed Lock,137.99,-1,1,https://www.vexio.ro/accesorii-laptop/kensington/429901-protectie-kensington-microsaver-2-0-keyed-lock/,K65020EU
"Trust notebook cooling pad 40.6 cm (16"") Black",36.99,-1,1,https://www.vexio.ro/standuri-de-racire/trust/471082-notebook-cooling-pad-40-6-cm-16-black/,21962
Accesoriu montare docking station Dell Mounting Kit,175.99,-1,1,https://www.vexio.ro/statii-andocare/dell/510775-mounting-kit/,MK15
"Case Logic Husa Deco 14"" Negru",92.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/case-logic/529147-husa-deco-14-negru/,DECOS-114 BLACK
"Spacer Geanta KOOL pentru Laptop de 15.6"" Negru",36.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/spacer/529315-geanta-kool-pentru-laptop-de-15-6-negru/,SPM0314
Memorie laptop GOODRAM 8GB DDR3 SO-DIMM memory module 1333 MHz,95.99,-1,1,https://www.vexio.ro/memorii-laptop/goodram/530557-8gb-ddr3-so-dimm-memory-module-1333-mhz/,GR1333S364L9/8G
"Memorie laptop Mushkin DDR4 - 64 GB -3200 - CL - 22 - Dual Kit,...",650.99,-1,1,https://www.vexio.ro/memorii-laptop/mushkin/537769-mushkin-ddr4-64-gb-3200-cl-22-dual-kit-essentials-mes4s320nf32gx2/,MES4S320NF32GX2
Memorie laptop Kingston 8GB DDR4 3200MHz Single Rank SODIMM,92.99,-1,1,https://www.vexio.ro/memorii-laptop/kingston/541546-8gb-ddr4-3200mhz-single-rank-sodimm/,KCP432SS6/8
"Sursa alimentare OTHER LN-EU12V2A-P, 12V 2A 24W, tip desktop",26.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/other/552496-ln-eu12v2a-p-12v-2a-24w-tip-desktop/,LN-EU12V2A-P
"Serioux LAPTOP COOLING PAD NCP007, USB, 10-15""",35.99,-1,1,https://www.vexio.ro/standuri-de-racire/serioux/572017-laptop-cooling-pad-ncp007-usb-10-15/,SRXNCP007
"Dell Husa laptop Essential Sleeve 15"" Negru",93.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/dell/598537-husa-laptop-essential-sleeve-15-negru/,460-BCQO
"Serioux Cooler laptop NCP035 10-17.3"" 5 ventilatoare USB negru",66.99,-1,1,https://www.vexio.ro/standuri-de-racire/serioux/598741-cooler-laptop-ncp035-10-17-3-5-ventilatoare-usb-negru/,SRXNCP035
Memorie laptop Crucial DDR4 CT8G4SFRA32A 8GB 3200Mhz CL22 1.2V,91.99,-1,1,https://www.vexio.ro/memorii-laptop/crucial/611554-ddr4-ct8g4sfra32a-8gb-3200mhz-cl22-1-2v/,CT8G4SFRA32A
"Case Logic Advantage Attaché pentru Laptop de 15.6inch, Dark Blue",115.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/case-logic/613747-advantage-attach-pentru-laptop-de-15-6inch-dark-blue/,ADVA116 DARK BLUE
"HP Prelude Pro 15.6inch, Slate Grey",123.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/hp/653163-prelude-pro-15-6inch-slate-grey/,1X645AA
Memorie laptop Adata SODIMM 8GB 3200 AD4S32008G22-SGN,87.99,-1,1,https://www.vexio.ro/memorii-laptop/adata/670983-sodimm-8gb-3200-ad4s32008g22-sgn/,AD4S32008G22-SGN
Memorie laptop Kingston DDR4 8GB 2666 KF426S15IB/8,92.99,-1,1,https://www.vexio.ro/memorii-laptop/kingston/671277-ddr4-8gb-2666-kf426s15ib-8/,KF426S15IB/8
Dicota BASE XX Sleeve black 10-11.6 - D31782,37.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/dicota/764787-base-xx-sleeve-black-10-11-6-d31782/,D31782
Dicota Eco Multi BASE black 14-15.6 - D30446-RPET,97.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/dicota/764811-eco-multi-base-black-14-15-6-d30446-rpet/,D30446-RPET
"Lenovo ThinkPad, Dock USB-C 90W Black",874.99,-1,1,https://www.vexio.ro/statii-andocare/lenovo/835510-thinkpad-dock-usb-c-90w-black/,40AY0090EU
"Lenovo Thinkpad Top Loader 15.6"" Black",87.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/lenovo/847680-thinkpad-top-loader-15-6-black/,4X40Y95214
"Lenovo ThinkPad Essential Eco 16"" Black",168.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/lenovo/847695-thinkpad-essential-eco-16-black/,4X41C12468
PORT Designs Yosemite Eco 15.6 Inch Grey,173.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/port-designs/855825-yosemite-eco-15-6-inch-grey/,400701
"Verbatim SureFire Bora, 17"" GREEN",134.99,-1,1,https://www.vexio.ro/standuri-de-racire/verbatim/881550-surefire-bora-17-green/,48818
"Memorie laptop Silicon Power SP016GBSFU320X02, 16GB, DDR4-3200MHz,...",176.99,-1,1,https://www.vexio.ro/memorii-laptop/silicon-power/882865-sp016gbsfu320x02-16gb-ddr4-3200mhz-cl22/,SP016GBSFU320X02
Green Cell AD57AP power adapter/inverter Indoor 45 W Black,57.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/green-cell/906150-green-cell-ad57ap-power-adapter-inverter-indoor-45-w-black/,AD57AP
Green Cell AD64P power adapter/inverter Indoor 45 W Black,59.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/green-cell/906160-green-cell-ad64p-power-adapter-inverter-indoor-45-w-black/,AD64P
Green Cell AD106P power adapter/inverter Indoor 240 W Black,228.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/green-cell/906255-green-cell-ad106p-power-adapter-inverter-indoor-240-w-black/,AD106P
Green Cell AD38AP power adapter/inverter Indoor 65 W Black,71.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/green-cell/906320-green-cell-ad38ap-power-adapter-inverter-indoor-65-w-black/,AD38AP
Green Cell AD68P power adapter/inverter Indoor 135 W Black,136.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/green-cell/906380-green-cell-ad68p-power-adapter-inverter-indoor-135-w-black/,AD68P
Green Cell AD16AP power adapter/inverter Indoor 65 W Black,71.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/green-cell/906410-green-cell-ad16ap-power-adapter-inverter-indoor-65-w-black/,AD16AP
Green Cell AD61P power adapter/inverter Indoor 45 W Black,55.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/green-cell/906505-green-cell-ad61p-power-adapter-inverter-indoor-45-w-black/,AD61P
Green Cell AD63P power adapter/inverter Indoor 36 W Black,77.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/green-cell/906520-green-cell-ad63p-power-adapter-inverter-indoor-36-w-black/,AD63P
Green Cell AD06P power adapter/inverter,64.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/green-cell/906560-green-cell-ad06p-power-adapter-inverter/,AD06P
XD DESIGN ANTI-THEFT BACKPACK BOBBY HERO XL NAVY P/N: P705.715,462.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/xd-design/907895-xd-design-anti-theft-backpack-bobby-hero-xl-navy-p-n-p705-715/,P705.715
Green Cell TS03 notebook spare part Battery,113.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/911870-green-cell-ts03-notebook-spare-part-battery/,TS03
Green Cell Baterie Toshiba Satellite TS13,113.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/911875-baterie-toshiba-satellite-ts13/,TS13
Green Cell Toshiba Satellite TS13V2,113.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/911880-toshiba-satellite-ts13v2/,TS13V2
Green Cell Lenovo LE07,114.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/912010-lenovo-le07/,LE07
Green Cell Baterie laptop A31-K53 A32-K53 A41-K53 A42-K53 pentru Asus,113.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/912085-baterie-laptop-a31-k53-a32-k53-a41-k53-a42-k53-pentru-asus/,AS04
Green Cell AS77 notebook spare part Battery,101.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/912120-green-cell-as77-notebook-spare-part-battery/,AS77
Green Cell HP01,124.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/912175-hp01/,HP01
Green Cell HP03,107.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/912180-hp03/,HP03
Green Cell Acer AC06,107.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/912305-acer-ac06/,AC06
Green Cell AC03 notebook spare part Battery,137.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/912315-green-cell-ac03-notebook-spare-part-battery/,AC03
Green Cell Dell DE127,328.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/912490-dell-de127/,DE127
"Titanum TA102 notebook cooling pad 39.6 cm (15.6"") Black",26.99,-1,1,https://www.vexio.ro/standuri-de-racire/titanum/918835-titanum-ta102-notebook-cooling-pad-39-6-cm-15-6-black/,TA102
"Tracer Cooler pentru laptop de 40 cm (17,3"") 800RPM, Negru",132.99,-1,1,https://www.vexio.ro/standuri-de-racire/tracer/918845-cooler-pentru-laptop-de-40-cm-17-3-800rpm-negru/,TRASTA46405
"ESPERANZA Ventilator pentru laptop de 17"" Negru/Rosu",64.99,-1,1,https://www.vexio.ro/standuri-de-racire/esperanza/918910-ventilator-pentru-laptop-de-17-negru-rosu/,EGC102
Esperanza EGC101 Notebook cooling pad LED RGB,94.99,-1,1,https://www.vexio.ro/standuri-de-racire/esperanza/918915-esperanza-egc101-notebook-cooling-pad-led-rgb/,EGC101
"Everki ContemPRO 117 18inch, Black",599.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/everki/958255-contempro-117-18inch-black/,GLEKP117B
Green Cell AD117P power adapter/inverter Indoor 170 W Black,186.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/green-cell/962055-green-cell-ad117p-power-adapter-inverter-indoor-170-w-black/,AD117P
MITSU Asus BC/AS-X550H,165.99,-1,1,https://www.vexio.ro/baterii-laptop/mitsu/970895-asus-bc-as-x550h/,BC/AS-X550H
Green Cell LE46 notebook spare part Battery,112.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/970900-green-cell-le46-notebook-spare-part-battery/,LE46
"Inspiron 13R/14R/15R/17R/Q15R/N4010/N5010/N5030/N5040/N5110/T510,...",113.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/970915-inspiron-13r-14r-15r-17r-q15r-n4010-n5010-n5030-n5040-n5110-t510-green-cell-negru/,DE01
Green Cell Baterie laptop A32N1405 pentru Asus,113.99,-1,1,https://www.vexio.ro/baterii-laptop/green-cell/970945-baterie-laptop-a32n1405-pentru-asus/,AS129
Canyon DS-5 7-in-1 Hub for a MacBook Grey,140.99,-1,1,https://www.vexio.ro/statii-andocare/canyon/973460-ds-5-7-in-1-hub-for-a-macbook-grey/,CNS-TDS05B
"Baseus Magic Multifunctional CAHUB-DA0G, Grey",218.99,-1,1,https://www.vexio.ro/statii-andocare/baseus/990955-magic-multifunctional-cahub-da0g-grey/,CAHUB-DA0G
"Baseus Metal Gleam CAHUB-CV0G, Grey",175.99,-1,1,https://www.vexio.ro/statii-andocare/baseus/990980-metal-gleam-cahub-cv0g-grey/,CAHUB-CV0G
"Baseus Metal Gleam, conectare PC USB Type-C, USB 3.0 x 3, USB Type...",158.99,-1,1,https://www.vexio.ro/statii-andocare/baseus/990995-metal-gleam-conectare-pc-usb-type-c-usb-3-0-x-3-usb-type-c-x-1-pd-100w-5v-9v-14-5v-20v-5a-max-gigabit-rj-45-x-1-hdmi-x-1-4k-30hz-albastru/,WKWG000003
"HP Renew Business 17.3inch, Black",129.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/hp/999030-renew-business-17-3inch-black/,3E2U6AA
Memorie laptop Kingston Fury Impact 32GB DDR5-4800Mhz CL38,475.99,-1,1,https://www.vexio.ro/memorii-laptop/kingston/1346760-fury-impact-32gb-ddr5-4800mhz-cl38/,KF548S38IB-32
"i-tec USB-C Extension Cable 0,30m - C31EXTENDCBL",50.99,-1,1,https://www.vexio.ro/accesorii-laptop/i-tec/1370165-i-tec-usb-c-extension-cable-0-30m-c31extendcbl/,C31EXTENDCBL
i-tec USB 3.0 / USB-C Dual HDMI Docking Station - U3DUALHDMIDOCK,541.99,-1,1,https://www.vexio.ro/statii-andocare/i-tec/1370970-i-tec-usb-3-0-usb-c-dual-hdmi-docking-station-u3dualhdmidock/,U3DUALHDMIDOCK
Razer Suport pentru laptop Chroma V2,910.99,-1,1,https://www.vexio.ro/accesorii-laptop/razer/1371080-suport-pentru-laptop-chroma-v2/,RC21-01680100-R3M1
MITSU HP BC/HP-X360-11N,109.99,-1,1,https://www.vexio.ro/baterii-laptop/mitsu/1420825-hp-bc-hp-x360-11n/,5BM355
"Wenger MX ECO Brief 16"", Negru",225.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/wenger/2022033-mx-eco-brief-16-negru/,612263
Green Cell Power Supply PRO 19V 2.1A 40W SMG N100 N130,67.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/green-cell/2026201-power-supply-pro-19v-2-1a-40w-smg-n100-n130/,AD19P
"Husa laptop Hurtel Universal 14"", Neopren, Negru",38.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/hurtel/2214293-universal-14-neopren-negru/,9145576261200
"Husa laptop Hurtel 14 inch rezistenta la stropire din neopren, Roz",28.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/hurtel/2214301-14-inch-rezistenta-la-stropire-din-neopren-roz/,9145576261255
Geanta universala laptop Hurtel 15.6 inch rezistenta la stropire...,30.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/hurtel/2214303-15-6-inch-rezistenta-la-stropire-din-neopren-negru/,9145576261262
"Hurtel Geanta universala 15.6"" Gri",30.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/hurtel/2214307-geanta-universala-15-6-gri/,9145576261293
Canvaslife Briefcase,94.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/canvaslife/2622370-canvaslife-briefcase/,5906735410297
"Memorie laptop Corsair notebook, 4GB, DDR3, 1066MHz, CL7 for Apple/Mac",119.99,-1,1,https://www.vexio.ro/memorii-laptop/corsair/24198-notebook-4gb-ddr3-1066mhz-cl7-for-apple-mac/,CMSA4GX3M1A1066C7
"Memorie laptop Corsair 4GB, DDR3, 1333MHz, CL9 for Apple/Mac",115.99,-1,1,https://www.vexio.ro/memorii-laptop/corsair/24211-4gb-ddr3-1333mhz-cl9-for-apple-mac/,CMSA4GX3M1A1333C9
Folie ecran pentru confidentialitate Targus ASF133W9EU 13.3 inch,153.99,-1,1,https://www.vexio.ro/accesorii-laptop/targus/41141-folie-ecran-pentru-confidentialitate-targus-asf133w9eu-13-3-inch/,ASF133W9EU
Folie ecran pentru confidentialitate Targus ASF156W9EU 15.6 inch,183.99,-1,1,https://www.vexio.ro/accesorii-laptop/targus/41144-folie-ecran-pentru-confidentialitate-targus-asf156w9eu-15-6-inch/,ASF156W9EU
"Cooling pad notebook Trust Cyclone, negru",73.99,-1,1,https://www.vexio.ro/standuri-de-racire/trust/42227-cooling-pad-notebook-trust-cyclone-negru/,17866
Skin notebook High School Musical Disney,24.99,-1,1,https://www.vexio.ro/accesorii-laptop/disney/44115-skin-notebook-high-school-musical-disney/,DSY-SK653
Incarcator universal Thermaltake TriP Dual USB,103.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/thermaltake/44470-incarcator-universal-thermaltake-trip-dual-usb/,AC0020
"Targus Rucsac notebook 15.4 inch Campus Notebook Backpac, Negru",286.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/targus/48318-targus-rucsac-notebook-15-4-inch-campus-notebook-backpac-negru/,TEB01
"Rucsac notebook Targus EcoSpruce TBB013EU, 15.6 inch",295.99,-1,1,https://www.vexio.ro/genti-rucsaci-si-huse/targus/48392-rucsac-notebook-targus-ecospruce-tbb013eu-15-6-inch/,TBB013EU
"Memorie laptop Kingston KVR16LS11/4, 4GB DDR3 SODIMM, 1600MHz",108.99,-1,1,https://www.vexio.ro/memorii-laptop/kingston/52297-kvr16ls11-4-4gb-ddr3-sodimm-1600mhz/,KVR16LS11/4
"Memorie laptop Kingston Memorie KVR16LS11/8, 8GB, DDR3, 1600MHz, CL11",203.99,-1,1,https://www.vexio.ro/memorii-laptop/kingston/52361-memorie-kvr16ls11-8-8gb-ddr3-1600mhz-cl11/,KVR16LS11/8
"Incarcator notebook Lenovo ThinkPad Slim AC 0A36262, 65W",130.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/lenovo/53466-incarcator-notebook-lenovo-thinkpad-slim-ac-0a36262-65w/,0A36262
"Incarcator notebook Lenovo ThinkPad Slim AC 0B47036, 45W",159.99,-1,1,https://www.vexio.ro/incarcatoare-laptop/lenovo/53467-incarcator-notebook-lenovo-thinkpad-slim-ac-0b47036-45w/,0B47036
